# This is a copy of the file produced by the Alaska Interagency Coordination Center (AICC)
# Chris Waigl, cwaigl@alaska.edu, July 2025
ID,FireSeason,Month,Day,SitReportDate,ProtectionUnit,NewFires,OutFires,ActiveFires,TotalFires,TotalAcres
10749,2010,11,10,20101110,TAS,0,0,0,16,17951.9
10750,2010,11,10,20101110,TNF,0,0,0,30,12.2
10748,2010,11,10,20101110,SWS,0,0,0,31,210276.9
10751,2010,12,1,20101201,GAD,0,0,0,151,209618.4
10752,2010,12,1,20101201,MID,0,0,1,48,21276
10753,2010,12,1,20101201,TAD,0,0,0,74,335849.5
10754,2010,12,1,20101201,UYD,0,0,0,56,286980.6
10755,2010,12,1,20101201,CRS,0,0,0,12,3.8
10756,2010,12,1,20101201,DAS,0,0,0,37,27312.9
10757,2010,12,1,20101201,FAS,0,0,0,109,11456.5
10758,2010,12,1,20101201,HNS,0,0,0,3,1.7
10759,2010,12,1,20101201,KKS,0,0,0,33,77
10760,2010,12,1,20101201,MSS,0,0,0,89,1737.7
10762,2010,12,1,20101201,TAS,0,0,0,16,17951.9
10763,2010,12,1,20101201,TNF,0,0,0,30,12.2
10761,2010,12,1,20101201,SWS,0,0,0,31,210276.9
10764,2010,12,20,20101220,GAD,0,0,0,151,212422
10765,2010,12,20,20101220,MID,0,0,1,48,21276
10766,2010,12,20,20101220,TAD,0,0,0,74,336231.4
10767,2010,12,20,20101220,UYD,0,0,0,56,286980.8
10768,2010,12,20,20101220,CRS,0,0,0,12,3.8
10769,2010,12,20,20101220,DAS,0,0,0,37,27312.9
10770,2010,12,20,20101220,FAS,0,0,0,109,11456.5
10771,2010,12,20,20101220,HNS,0,0,0,3,1.7
10772,2010,12,20,20101220,KKS,0,0,0,33,77
10773,2010,12,20,20101220,MSS,0,0,0,89,1737.7
10775,2010,12,20,20101220,TAS,0,0,0,16,17951.9
10776,2010,12,20,20101220,TNF,0,0,0,30,12.2
10774,2010,12,20,20101220,SWS,0,0,0,31,210276.9
10777,2010,12,29,20101229,GAD,0,0,0,151,212100
10778,2010,12,29,20101229,MID,0,0,0,48,21276
10779,2010,12,29,20101229,TAD,0,0,0,74,336231.6
10780,2010,12,29,20101229,UYD,0,0,0,56,286980.8
10781,2010,12,29,20101229,CRS,0,0,0,12,3.8
10782,2010,12,29,20101229,DAS,0,0,0,37,27312.9
10783,2010,12,29,20101229,FAS,0,0,0,109,11456.5
10784,2010,12,29,20101229,HNS,0,0,0,3,1.7
10785,2010,12,29,20101229,KKS,0,0,0,33,77
10786,2010,12,29,20101229,MSS,0,0,0,89,1737.7
10788,2010,12,29,20101229,TAS,0,0,0,16,17951.9
10789,2010,12,29,20101229,TNF,0,0,0,30,12.2
10787,2010,12,29,20101229,SWS,0,0,0,31,210276.9
10791,2011,2,3,20110203,FAS,0,0,1,1,0.1
10792,2011,3,11,20110211,FAS,0,0,1,1,0.1
10793,2011,3,11,20110211,MSS,1,1,0,1,0.1
10794,2011,3,14,20110314,FAS,0,0,1,1,0.1
10795,2011,3,14,20110314,MSS,0,0,0,1,0.1
10796,2011,3,16,20110316,FAS,0,0,1,1,0.1
10797,2011,3,16,20110316,MSS,0,0,0,1,0.1
10798,2011,3,18,20110318,FAS,0,1,0,1,0.1
10799,2011,3,18,20110318,MSS,0,0,0,1,0.1
10800,2011,3,28,20110328,CGF,0,0,0,1,0.1
10801,2011,3,28,20110328,FAS,0,0,0,1,0.1
10802,2011,3,28,20110328,MSS,0,0,0,2,0.2
10803,2011,3,30,20110330,CGF,0,0,0,1,0.1
10804,2011,3,30,20110330,FAS,0,0,0,1,0.1
10805,2011,3,30,20110330,MSS,1,0,1,3,0.3
10806,2011,4,5,20110405,CGF,0,0,0,1,0.1
10807,2011,4,5,20110405,FAS,0,0,0,1,0.1
10808,2011,4,5,20110405,MSS,1,1,0,4,0.4
10809,2011,4,14,20110414,CGF,0,0,0,1,0.1
10810,2011,4,14,20110414,CRS,1,1,0,1,0.1
10811,2011,4,14,20110414,DAS,1,0,1,1,0.1
10812,2011,4,14,20110414,FAS,0,0,0,1,0.1
10813,2011,4,14,20110414,KKS,1,0,1,1,0.4
10814,2011,4,14,20110414,MSS,1,0,1,5,0.5
10815,2011,4,18,20110418,CGF,0,0,0,1,0.1
10816,2011,4,18,20110418,CRS,0,0,0,1,0.1
10817,2011,4,18,20110418,DAS,0,0,0,1,0.1
10818,2011,4,18,20110418,FAS,0,0,0,1,0.1
10819,2011,4,18,20110418,KKS,0,0,0,1,0.4
10820,2011,4,18,20110418,MSS,3,4,1,11,5.9
10821,2011,4,19,20110419,CGF,1,0,1,2,0.2
10822,2011,4,19,20110419,CRS,0,0,0,1,0.1
10823,2011,4,19,20110419,DAS,0,0,0,1,0.1
10824,2011,4,19,20110419,FAS,1,0,1,2,0.2
10825,2011,4,19,20110419,KKS,1,0,1,2,2.4
10826,2011,4,19,20110419,MSS,0,0,1,11,6.1
10827,2011,4,20,20110420,CGF,0,0,1,2,0.2
10828,2011,4,20,20110420,CRS,0,0,0,1,0.1
10829,2011,4,20,20110420,DAS,0,0,0,1,0.1
10830,2011,4,20,20110420,FAS,0,0,1,2,0.2
10831,2011,4,20,20110420,KKS,2,1,2,4,2.6
10832,2011,4,20,20110420,MSS,0,0,1,11,6.1
10833,2011,4,21,20110421,CGF,0,0,1,2,0.2
10834,2011,4,21,20110421,CRS,0,0,0,1,0.1
10835,2011,4,21,20110421,DAS,0,0,0,1,0.1
10836,2011,4,21,20110421,FAS,0,1,0,2,0.2
10837,2011,4,21,20110421,KKS,0,1,1,4,3.6
10838,2011,4,21,20110421,MID,1,1,0,1,0.1
10839,2011,4,21,20110421,MSS,2,0,3,13,7.2
10840,2011,4,22,20110422,CGF,0,0,1,2,0.2
10841,2011,4,22,20110422,CRS,0,0,0,1,0.1
10842,2011,4,22,20110422,DAS,0,0,0,1,0.1
10843,2011,4,22,20110422,FAS,0,0,0,2,0.2
10844,2011,4,22,20110422,KKS,0,0,1,4,3.6
10845,2011,4,22,20110422,MID,2,2,0,3,0.5
10846,2011,4,22,20110422,MSS,1,2,2,14,7.3
10847,2011,4,23,20110423,CGF,0,0,1,2,0.2
10848,2011,4,23,20110423,CRS,0,0,0,1,0.1
10849,2011,4,23,20110423,DAS,0,0,0,1,0.1
10850,2011,4,23,20110423,FAS,0,0,0,2,0.2
10851,2011,4,23,20110423,KKS,0,0,1,4,3.6
10852,2011,4,23,20110423,MID,1,0,1,4,0.6
10853,2011,4,23,20110423,MSS,0,0,1,14,7.3
10854,2011,4,24,20110424,CGF,0,0,1,2,0.2
10855,2011,4,24,20110424,CRS,0,0,0,1,0.1
10856,2011,4,24,20110424,DAS,2,2,0,3,0.3
10857,2011,4,24,20110424,FAS,0,0,0,2,0.2
10858,2011,4,24,20110424,KKS,0,1,0,4,3.6
10859,2011,4,24,20110424,MID,0,2,0,4,0.6
10860,2011,4,24,20110424,MSS,2,3,0,16,7.4
10861,2011,4,25,20110425,CGF,0,0,1,2,0.2
10862,2011,4,25,20110425,CRS,0,0,0,1,0.1
10863,2011,4,25,20110425,DAS,0,0,0,3,0.3
10864,2011,4,25,20110425,FAS,0,0,0,2,0.2
10865,2011,4,25,20110425,KKS,1,0,1,5,4.1
10866,2011,4,25,20110425,MID,0,0,0,5,0.7
10867,2011,4,25,20110425,MSS,0,0,0,16,7.4
10868,2011,4,26,20110426,CGF,0,0,1,2,0.2
10869,2011,4,26,20110426,CRS,0,0,0,1,0.1
10870,2011,4,26,20110426,DAS,0,0,0,3,0.3
10871,2011,4,26,20110426,FAS,0,0,0,2,0.2
10872,2011,4,26,20110426,KKS,1,0,1,5,4.1
10873,2011,4,26,20110426,MID,0,0,0,5,0.7
10874,2011,4,26,20110426,MSS,0,0,0,16,7.4
10875,2011,4,27,20110427,CGF,0,0,0,2,0.2
10876,2011,4,27,20110427,CRS,0,0,0,1,0.1
10877,2011,4,27,20110427,DAS,0,0,0,3,0.3
10878,2011,4,27,20110427,FAS,0,0,0,2,0.2
10879,2011,4,27,20110427,KKS,0,0,0,5,4.1
10880,2011,4,27,20110427,MID,1,0,1,6,5.7
10881,2011,4,27,20110427,MSS,1,1,0,18,7.6
10882,2011,4,28,20110428,CGF,0,0,0,2,0.2
10883,2011,4,28,20110428,CRS,0,0,0,1,0.1
10884,2011,4,28,20110428,DAS,0,0,0,3,0.3
10885,2011,4,28,20110428,FAS,0,0,0,2,0.2
10886,2011,4,28,20110428,KKS,0,0,0,5,4.1
10887,2011,4,28,20110428,MID,1,0,2,7,5.8
10888,2011,4,28,20110428,MSS,0,0,0,18,7.6
10889,2011,4,29,20110429,CGF,0,0,0,2,0.2
10890,2011,4,29,20110429,CRS,0,0,0,1,0.1
10891,2011,4,29,20110429,DAS,0,0,0,3,0.3
10892,2011,4,29,20110429,FAS,0,0,0,2,0.2
10893,2011,4,29,20110429,HNS,1,0,1,1,0.1
10894,2011,4,29,20110429,KKS,0,0,0,5,4.1
10895,2011,4,29,20110429,MID,1,0,3,8,20.8
10896,2011,4,29,20110429,MSS,1,1,0,19,7.7
10897,2011,4,30,20110430,CGF,0,0,0,2,0.2
10898,2011,4,30,20110430,CRS,0,0,0,1,0.1
10899,2011,4,30,20110430,DAS,0,0,0,3,0.3
10900,2011,4,30,20110430,FAS,0,0,0,2,0.2
10901,2011,4,30,20110430,HNS,0,0,1,1,0.1
10902,2011,4,30,20110430,KKS,0,0,0,5,4.1
10903,2011,4,30,20110430,MID,0,0,3,8,20.8
10904,2011,4,30,20110430,MSS,0,0,0,19,7.7
10905,2011,4,30,20110430,TNF,1,1,0,1,0.2
10906,2011,5,1,20110501,CGF,0,0,0,2,0.2
10908,2011,5,1,20110501,CRS,0,0,0,1,0.1
10910,2011,5,1,20110501,DAS,0,0,0,3,0.3
10912,2011,5,1,20110501,FAS,0,0,0,2,0.2
10914,2011,5,1,20110501,HNS,0,0,1,1,0.1
10916,2011,5,1,20110501,KKS,0,0,0,5,4.1
10918,2011,5,1,20110501,MID,0,0,3,8,20.8
10920,2011,5,1,20110501,MSS,0,0,0,19,7.7
10922,2011,5,1,20110501,TNF,0,0,0,1,0.2
10907,2011,5,2,20110501,CGF,0,0,0,2,0.2
10909,2011,5,2,20110501,CRS,0,0,0,1,0.1
10911,2011,5,2,20110501,DAS,0,0,0,3,0.3
10913,2011,5,2,20110501,FAS,1,0,1,3,0.3
10915,2011,5,2,20110501,HNS,0,0,1,1,0.1
10917,2011,5,2,20110501,KKS,0,0,0,5,4.1
10919,2011,5,2,20110501,MID,0,2,1,8,20.8
10921,2011,5,2,20110501,MSS,1,3,0,22,7.9
10923,2011,5,2,20110501,TNF,0,0,0,1,0.2
10924,2011,5,3,20110503,CGF,0,0,0,2,0.2
10925,2011,5,3,20110503,CRS,0,0,0,1,0.1
10926,2011,5,3,20110503,DAS,1,1,0,4,0.4
10927,2011,5,3,20110503,FAS,0,0,1,3,0.3
10928,2011,5,3,20110503,HNS,0,1,0,1,0.1
10929,2011,5,3,20110503,KKS,0,0,0,5,4.1
10930,2011,5,3,20110503,MID,0,0,1,8,20.8
10931,2011,5,3,20110503,MSS,0,0,0,22,8
10932,2011,5,3,20110503,TNF,0,0,0,1,0.2
10933,2011,5,12,20110512,CGF,1,1,0,3,0.3
10934,2011,5,12,20110512,CRS,0,0,0,2,0.2
10935,2011,5,12,20110512,DAS,0,0,0,4,0.4
10936,2011,5,12,20110512,FAS,1,0,1,9,1.4
10937,2011,5,12,20110512,HNS,0,0,0,1,0.1
10938,2011,5,12,20110512,KKS,4,3,3,16,13.4
10939,2011,5,12,20110512,MID,1,0,5,16,83.3
10940,2011,5,12,20110512,MSS,0,0,0,33,16.7
10941,2011,5,12,20110512,TNF,0,0,0,1,0.2
10942,2011,5,14,20110514,CGF,1,0,1,4,0.4
10943,2011,5,14,20110514,CRS,0,0,0,2,0.2
10944,2011,5,14,20110514,DAS,0,0,0,4,0.4
10945,2011,5,14,20110514,FAS,1,1,2,11,2.2
10946,2011,5,14,20110514,HNS,0,0,0,1,0.1
10947,2011,5,14,20110514,KKS,4,2,9,19,14.7
10948,2011,5,14,20110514,MID,0,0,4,18,844.8
10949,2011,5,14,20110514,MSS,0,0,0,42,18.2
10950,2011,5,14,20110514,TNF,0,0,0,1,0.2
10951,2011,5,15,20110515,CGF,0,0,0,4,0.4
10952,2011,5,15,20110515,CRS,0,0,0,2,0.2
10953,2011,5,15,20110515,DAS,2,0,2,6,5.2
10954,2011,5,15,20110515,FAS,5,3,2,17,3.8
10955,2011,5,15,20110515,HNS,0,0,0,1,0.1
10956,2011,5,15,20110515,KKS,2,2,3,21,14.8
10957,2011,5,15,20110515,MID,0,0,4,18,845.3
10958,2011,5,15,20110515,MSS,2,4,6,45,18.6
10959,2011,5,15,20110515,TNF,0,0,0,1,0.2
10960,2011,5,16,20110516,CGF,0,0,0,4,0.4
10961,2011,5,16,20110516,CRS,0,0,0,2,0.2
10962,2011,5,16,20110516,DAS,2,2,2,8,5.4
10963,2011,5,16,20110516,FAS,1,0,3,17,4.8
10964,2011,5,16,20110516,HNS,0,0,0,1,0.1
10965,2011,5,16,20110516,KKS,0,1,2,20,14.8
10966,2011,5,16,20110516,MID,0,0,4,18,845.3
10967,2011,5,16,20110516,MSS,2,3,5,47,19
10968,2011,5,16,20110516,TAS,0,0,0,1,0.1
10969,2011,5,16,20110516,TNF,0,0,0,1,0.2
10970,2011,5,16,20110516,UYD,1,0,1,1,5
10971,2011,5,17,20110517,CGF,0,0,0,3,0.3
10972,2011,5,17,20110517,CRS,1,1,0,3,0.3
10973,2011,5,17,20110517,DAS,1,1,2,9,45.4
10974,2011,5,17,20110517,FAS,0,0,3,17,4.8
10975,2011,5,17,20110517,HNS,0,0,0,1,0.1
10976,2011,5,17,20110517,KKS,0,1,1,20,14.8
10977,2011,5,17,20110517,MID,2,1,5,20,845.5
10978,2011,5,17,20110517,MSS,1,0,6,48,19.5
10979,2011,5,17,20110517,TAS,0,0,0,1,0.1
10980,2011,5,17,20110517,TNF,0,0,0,1,0.2
10981,2011,5,17,20110517,UYD,0,0,1,1,9
10982,2011,5,18,20110518,CGF,0,0,0,4,0.4
10983,2011,5,18,20110518,CRS,1,1,0,4,0.4
10984,2011,5,18,20110518,DAS,1,2,1,10,86.6
10985,2011,5,18,20110518,FAS,3,1,5,20,5.1
10986,2011,5,18,20110518,HNS,0,0,0,1,0.1
10987,2011,5,18,20110518,KKS,2,0,3,22,14.9
10988,2011,5,18,20110518,MID,0,2,3,20,852
10989,2011,5,18,20110518,MSS,0,0,6,49,20.2
10990,2011,5,18,20110518,TAS,1,1,0,2,0.2
10991,2011,5,18,20110518,TNF,0,0,0,1,0.2
10992,2011,5,18,20110518,UYD,0,1,0,1,9
10993,2011,5,19,20110519,CGF,0,0,0,4,0.4
10994,2011,5,19,20110519,CRS,0,0,0,4,0.4
10995,2011,5,19,20110519,DAS,0,0,1,10,86.6
10996,2011,5,19,20110519,FAS,2,3,3,22,5.4
10997,2011,5,19,20110519,GAD,1,0,1,1,0.1
10998,2011,5,19,20110519,HNS,0,0,0,1,0.1
10999,2011,5,19,20110519,KKS,1,1,2,23,15
11000,2011,5,19,20110519,MID,0,0,3,20,852
11001,2011,5,19,20110519,MSS,4,3,2,52,20.6
11002,2011,5,19,20110519,TAS,0,0,0,2,0.2
11003,2011,5,19,20110519,TNF,0,0,0,1,0.2
11004,2011,5,19,20110519,UYD,0,0,0,1,9
11005,2011,5,20,20110520,CGF,0,0,0,4,0.4
11006,2011,5,20,20110520,CRS,0,0,0,4,0.4
11007,2011,5,20,20110520,DAS,0,0,1,10,86.6
11008,2011,5,20,20110520,FAS,1,2,2,23,5.5
11009,2011,5,20,20110520,GAD,0,0,1,1,0.1
11010,2011,5,20,20110520,HNS,0,0,0,1,0.1
11011,2011,5,20,20110520,KKS,2,2,2,25,15.3
11012,2011,5,20,20110520,MID,0,1,2,20,852
11013,2011,5,20,20110520,MSS,1,2,1,53,20.7
11014,2011,5,20,20110520,TAS,0,0,0,2,0.2
11015,2011,5,20,20110520,TNF,0,0,0,1,0.2
11016,2011,5,20,20110520,UYD,0,0,0,1,9
11017,2011,5,22,20110522,CGF,0,0,0,4,0.4
11018,2011,5,22,20110522,CRS,0,0,0,4,0.4
11019,2011,5,22,20110522,DAS,0,1,1,12,87
11020,2011,5,22,20110522,FAS,4,1,9,31,5.5
11021,2011,5,22,20110522,GAD,0,0,0,1,0.1
11022,2011,5,22,20110522,HNS,0,0,0,1,0.1
11023,2011,5,22,20110522,KKS,0,1,0,26,15.4
11024,2011,5,22,20110522,MID,0,0,4,23,954.2
11025,2011,5,22,20110522,MSS,2,1,1,57,27.9
11026,2011,5,22,20110522,TAS,0,0,0,3,0.5
11027,2011,5,22,20110522,TNF,0,0,0,1,0.2
11028,2011,5,22,20110522,UYD,0,0,0,1,9
11029,2011,5,23,20110523,CGF,0,0,0,4,0.4
11030,2011,5,23,20110523,CRS,0,0,0,4,0.4
11031,2011,5,23,20110523,DAS,0,0,1,12,87
11032,2011,5,23,20110523,FAS,0,0,6,30,1721
11033,2011,5,23,20110523,GAD,0,0,0,1,0.1
11034,2011,5,23,20110523,KKS,0,2,0,29,15.7
11035,2011,5,23,20110523,MID,0,0,4,23,954.2
11036,2011,5,23,20110523,MSS,2,2,3,62,28.6
11037,2011,5,23,20110523,TAS,6,4,0,3,0.5
11038,2011,5,23,20110523,TNF,0,0,0,1,0.2
11039,2011,5,23,20110523,UYD,0,0,0,1,9
11040,2011,5,24,20110524,CGF,0,0,0,4,0.4
11041,2011,5,24,20110524,CRS,1,0,1,5,0.7
11042,2011,5,24,20110524,DAS,1,1,1,13,87.1
11043,2011,5,24,20110524,FAS,1,1,0,31,3001.1
11044,2011,5,24,20110524,GAD,0,0,0,1,0.1
11045,2011,5,24,20110524,KKS,2,0,0,31,15.9
11046,2011,5,24,20110524,MID,0,0,4,23,954.2
11047,2011,5,24,20110524,MSS,2,3,0,64,29.2
11048,2011,5,24,20110524,TAS,0,0,0,3,0.5
11049,2011,5,24,20110524,TNF,0,0,0,1,0.2
11050,2011,5,24,20110524,UYD,1,0,1,2,16
11051,2011,5,25,20110525,CGF,0,0,0,4,0.4
11052,2011,5,25,20110525,CRS,0,1,0,5,0.7
11053,2011,5,25,20110525,DAS,0,0,0,13,87.1
11054,2011,5,25,20110525,FAS,2,1,0,31,3001.1
11055,2011,5,25,20110525,GAD,0,0,0,1,0.1
11056,2011,5,25,20110525,HNS,0,0,0,1,0.1
11057,2011,5,25,20110525,KKS,0,1,0,31,15.9
11058,2011,5,25,20110525,MID,1,0,0,23,954.2
11059,2011,5,25,20110525,MSS,0,1,0,64,29.2
11060,2011,5,25,20110525,TAS,1,0,0,3,0.5
11061,2011,5,25,20110525,TNF,0,0,0,1,0.2
11062,2011,5,25,20110525,UYD,0,1,0,2,16
11063,2011,5,26,20110526,CGF,0,0,0,4,0.4
11064,2011,5,26,20110526,CRS,0,0,0,5,0.7
11065,2011,5,26,20110526,DAS,0,0,1,13,87.1
11066,2011,5,26,20110526,FAS,0,1,6,33,4951.3
11067,2011,5,26,20110526,GAD,3,0,3,4,175.2
11068,2011,5,26,20110526,HNS,0,0,0,1,0.1
11069,2011,5,26,20110526,KKS,1,1,1,31,15.9
11070,2011,5,26,20110526,MID,0,1,3,23,954.2
11071,2011,5,26,20110526,MSS,4,2,3,68,29.8
11072,2011,5,26,20110526,TAD,1,0,1,1,200
11073,2011,5,26,20110526,TAS,0,0,1,4,4.1
11074,2011,5,26,20110526,TNF,0,0,0,1,0.2
11075,2011,5,26,20110526,UYD,1,0,1,3,16.5
11076,2011,5,27,20110527,CGF,0,0,0,4,0.4
11077,2011,5,27,20110527,CRS,0,0,0,5,0.7
11078,2011,5,27,20110527,DAS,1,0,2,14,1787.1
11079,2011,5,27,20110527,FAS,1,1,6,34,7471.4
11080,2011,5,27,20110527,GAD,3,1,5,7,1831.2
11081,2011,5,27,20110527,HNS,0,0,0,1,0.1
11082,2011,5,27,20110527,KKS,1,1,1,32,16
11083,2011,5,27,20110527,MID,0,0,3,23,954.2
11084,2011,5,27,20110527,MSS,0,1,2,68,29.9
11085,2011,5,27,20110527,TAD,2,0,3,3,1140
11086,2011,5,27,20110527,TAS,2,1,2,6,6.6
11087,2011,5,27,20110527,TNF,0,0,0,1,0.2
11088,2011,5,27,20110527,UYD,2,0,3,5,66.5
11098,2011,5,28,20110528,SWS,1,0,0,1,80
11089,2011,5,28,20110528,CGF,0,0,0,4,0.4
11090,2011,5,28,20110528,CRS,0,0,0,5,0.7
11091,2011,5,28,20110528,DAS,1,0,0,15,1887.2
11092,2011,5,28,20110528,FAS,3,1,0,37,10272.5
11093,2011,5,28,20110528,GAD,0,0,0,7,1831.2
11094,2011,5,28,20110528,HNS,0,0,0,1,0.1
11095,2011,5,28,20110528,KKS,1,0,0,33,16.1
11096,2011,5,28,20110528,MID,0,0,0,23,954.2
11097,2011,5,28,20110528,MSS,2,1,0,70,37.1
11099,2011,5,28,20110528,TAD,0,0,0,3,1911
11100,2011,5,28,20110528,TAS,0,1,0,6,6.6
11101,2011,5,28,20110528,TNF,0,0,0,1,0.2
11102,2011,5,28,20110528,UYD,1,0,0,6,603.5
11112,2011,5,29,20110529,SWS,0,0,1,1,4000
11103,2011,5,29,20110529,CGF,0,0,0,4,0.4
11104,2011,5,29,20110529,CRS,0,0,0,5,0.7
11105,2011,5,29,20110529,DAS,1,1,3,16,4587.3
11106,2011,5,29,20110529,FAS,1,0,9,38,18142.7
11107,2011,5,29,20110529,GAD,1,2,4,8,14011.2
11108,2011,5,29,20110529,HNS,0,0,0,1,0.1
11109,2011,5,29,20110529,KKS,0,1,1,33,16.1
11110,2011,5,29,20110529,MID,0,0,3,23,954.2
11111,2011,5,29,20110529,MSS,1,2,2,71,37.2
11113,2011,5,29,20110529,TAD,0,0,3,3,2211
11114,2011,5,29,20110529,TAS,0,1,0,6,6.6
11115,2011,5,29,20110529,TNF,0,0,0,1,0.2
11116,2011,5,29,20110529,UYD,0,0,4,6,603.5
11126,2011,5,30,20110530,SWS,1,0,2,2,15020
11117,2011,5,30,20110530,CGF,0,0,0,4,0.4
11118,2011,5,30,20110530,CRS,0,0,0,5,0.7
11119,2011,5,30,20110530,DAS,3,1,4,20,16087.6
11120,2011,5,30,20110530,FAS,11,0,20,50,18973.6
11121,2011,5,30,20110530,GAD,0,0,4,8,14011.2
11122,2011,5,30,20110530,HNS,0,0,0,1,0.1
11123,2011,5,30,20110530,KKS,2,0,3,35,17
11124,2011,5,30,20110530,MID,0,0,3,23,954.2
11125,2011,5,30,20110530,MSS,2,0,4,73,44.3
11127,2011,5,30,20110530,TAD,2,0,5,5,6216
11128,2011,5,30,20110530,TAS,2,0,2,8,10.9
11129,2011,5,30,20110530,TNF,0,0,0,1,0.2
11130,2011,5,30,20110530,UYD,6,0,10,12,729.5
11140,2011,5,31,20110531,SWS,1,0,3,3,15009.5
11131,2011,5,31,20110531,CGF,0,0,0,4,0.4
11132,2011,5,31,20110531,CRS,0,0,0,5,0.7
11133,2011,5,31,20110531,DAS,0,3,2,19,19087.6
11134,2011,5,31,20110531,FAS,4,1,22,54,26937.2
11135,2011,5,31,20110531,GAD,1,2,3,9,17111.2
11136,2011,5,31,20110531,HNS,0,0,0,1,0.1
11137,2011,5,31,20110531,KKS,5,3,5,40,21.9
11138,2011,5,31,20110531,MID,0,0,3,23,967.2
11139,2011,5,31,20110531,MSS,3,3,4,76,44.6
11141,2011,5,31,20110531,TAD,2,0,7,7,22966
11142,2011,5,31,20110531,TAS,0,0,2,8,10.9
11143,2011,5,31,20110531,TNF,0,0,0,1,0.2
11144,2011,5,31,20110531,UYD,0,3,7,12,1516.3
11154,2011,6,1,20110601,SWS,0,1,2,3,25009.5
11145,2011,6,1,20110601,CGF,0,0,0,4,0.4
11146,2011,6,1,20110601,CRS,1,0,1,6,850.7
11147,2011,6,1,20110601,DAS,1,0,3,20,22087.7
11148,2011,6,1,20110601,FAS,4,12,17,58,27274.8
11149,2011,6,1,20110601,GAD,0,0,3,9,30411.2
11150,2011,6,1,20110601,HNS,0,0,0,1,0.1
11151,2011,6,1,20110601,KKS,0,0,5,40,21.9
11152,2011,6,1,20110601,MID,0,0,3,23,967.2
11153,2011,6,1,20110601,MSS,0,1,3,76,44.6
11155,2011,6,1,20110601,TAD,1,0,8,8,27302
11156,2011,6,1,20110601,TAS,0,0,2,8,10.9
11157,2011,6,1,20110601,TNF,0,0,0,1,0.2
11158,2011,6,1,20110601,UYD,1,2,6,13,1672.3
11168,2011,6,2,20110602,SWS,0,0,2,3,36613.5
11159,2011,6,2,20110602,CGF,0,0,0,4,0.4
11160,2011,6,2,20110602,CRS,0,0,1,6,1236
11161,2011,6,2,20110602,DAS,1,1,3,21,34911.8
11162,2011,6,2,20110602,FAS,1,3,15,59,27274.8
11163,2011,6,2,20110602,GAD,0,0,3,9,30411.2
11164,2011,6,2,20110602,HNS,0,0,0,1,0.1
11165,2011,6,2,20110602,KKS,0,1,4,40,21.9
11166,2011,6,2,20110602,MID,0,0,3,23,967.2
11167,2011,6,2,20110602,MSS,1,1,3,77,44.7
11169,2011,6,2,20110602,TAD,0,2,6,8,33317
11170,2011,6,2,20110602,TAS,1,0,3,9,11
11171,2011,6,2,20110602,TNF,1,1,0,2,0.2
11172,2011,6,2,20110602,UYD,0,1,5,13,1719.3
11182,2011,6,3,20110603,SWS,0,1,1,3,38519.5
11173,2011,6,3,20110603,CGF,0,0,0,4,0.4
11174,2011,6,3,20110603,CRS,0,0,1,6,1236
11175,2011,6,3,20110603,DAS,0,1,2,21,34911.8
11176,2011,6,3,20110603,FAS,4,6,14,63,33385
11177,2011,6,3,20110603,GAD,0,0,3,9,39211.2
11178,2011,6,3,20110603,HNS,0,0,0,1,0.1
11179,2011,6,3,20110603,KKS,1,0,5,41,21.9
11180,2011,6,3,20110603,MID,0,0,3,23,967.2
11181,2011,6,3,20110603,MSS,2,0,5,80,46.4
11183,2011,6,3,20110603,TAD,0,0,6,8,33355
11184,2011,6,3,20110603,TAS,0,3,1,9,11
11185,2011,6,3,20110603,TNF,1,1,1,3,0.9
11186,2011,6,3,20110603,UYD,0,0,5,13,1719.3
11196,2011,6,4,20110604,SWS,0,0,1,3,38519.5
11187,2011,6,4,20110604,CGF,0,0,0,4,0.4
11188,2011,6,4,20110604,CRS,1,0,2,7,1236
11189,2011,6,4,20110604,DAS,1,0,3,22,34087.9
11190,2011,6,4,20110604,FAS,0,2,13,63,33578.1
11191,2011,6,4,20110604,GAD,0,0,3,9,41511.2
11192,2011,6,4,20110604,HNS,0,0,0,1,0.1
11193,2011,6,4,20110604,KKS,0,3,2,41,21.9
11194,2011,6,4,20110604,MID,1,0,4,24,968.2
11195,2011,6,4,20110604,MSS,1,1,5,80,46.4
11197,2011,6,4,20110604,TAD,0,0,6,8,42662
11198,2011,6,4,20110604,TAS,0,0,1,9,11
11199,2011,6,4,20110604,TNF,0,0,1,3,0.9
11200,2011,6,4,20110604,UYD,1,1,5,14,4977.4
11210,2011,6,5,20110605,SWS,0,0,1,3,38519.5
11201,2011,6,5,20110605,CGF,0,0,0,4,0.4
11202,2011,6,5,20110605,CRS,0,0,2,7,1236
11203,2011,6,5,20110605,DAS,0,1,2,22,43987.9
11204,2011,6,5,20110605,FAS,2,1,14,65,36165.7
11205,2011,6,5,20110605,GAD,0,0,3,9,41511.2
11206,2011,6,5,20110605,HNS,0,0,0,1,0.1
11207,2011,6,5,20110605,KKS,0,1,1,41,21.9
11208,2011,6,5,20110605,MID,0,0,4,24,968.2
11209,2011,6,5,20110605,MSS,0,1,4,80,46.4
11211,2011,6,5,20110605,TAD,0,0,6,8,45901.3
11212,2011,6,5,20110605,TAS,0,0,1,9,11
