,reportdate,Protecting Office,Protecting Office Label,Acres
527,2025-06-25,Kenai-Kodiak Area,KKS,6.69
528,2025-06-25,Mat-Su Area,MSS,5.87
529,2025-06-25,Military Zone,MID,3825.24
530,2025-06-25,Southwest Area,SWS,33458.16
531,2025-06-25,Tanana Zone,TAD,49053.2037741
532,2025-06-25,Tok Area,TAS,45007.14
533,2025-06-25,Tongass N.F.,TNF,0.7000000000000001
534,2025-06-25,Upper Yukon Zone,UYD,25303.21
535,2025-06-26,Chugach N.F.,CGF,1.2
536,2025-06-26,Copper River Area,CRS,4961.0
537,2025-06-26,Delta Area,DAS,17501.62
538,2025-06-26,Fairbanks Area,FAS,55530.18
539,2025-06-26,Galena Zone,GAD,37032.12
540,2025-06-26,Kenai-Kodiak Area,KKS,6.69
541,2025-06-26,Mat-Su Area,MSS,5.87
542,2025-06-26,Military Zone,MID,3825.24
543,2025-06-26,Southwest Area,SWS,34899.56
544,2025-06-26,Tanana Zone,TAD,50423.0537741
545,2025-06-26,Tok Area,TAS,46352.49
546,2025-06-26,Tongass N.F.,TNF,0.7000000000000001
547,2025-06-26,Upper Yukon Zone,UYD,40610.4
548,2025-06-27,Chugach N.F.,CGF,1.2
549,2025-06-27,Copper River Area,CRS,5472.2
550,2025-06-27,Delta Area,DAS,21895.85
551,2025-06-27,Fairbanks Area,FAS,70765.92
552,2025-06-27,Galena Zone,GAD,39976.78
553,2025-06-27,Kenai-Kodiak Area,KKS,6.79
554,2025-06-27,Mat-Su Area,MSS,5.970000000000001
555,2025-06-27,Military Zone,MID,4422.47
556,2025-06-27,Southwest Area,SWS,35017.26
557,2025-06-27,Tanana Zone,TAD,50423.0537741
558,2025-06-27,Tok Area,TAS,46734.950000000004
559,2025-06-27,Tongass N.F.,TNF,0.7000000000000001
560,2025-06-27,Upper Yukon Zone,UYD,33491.06
561,2025-06-28,Chugach N.F.,CGF,1.2
562,2025-06-28,Copper River Area,CRS,6577.799999999999
563,2025-06-28,Delta Area,DAS,23734.04
564,2025-06-28,Fairbanks Area,FAS,75451.69
565,2025-06-28,Galena Zone,GAD,39607.91
566,2025-06-28,Kenai-Kodiak Area,KKS,6.79
567,2025-06-28,Mat-Su Area,MSS,5.97
568,2025-06-28,Military Zone,MID,4425.63
569,2025-06-28,Southwest Area,SWS,35017.26
570,2025-06-28,Tanana Zone,TAD,52950.9837741
571,2025-06-28,Tok Area,TAS,50933.61
572,2025-06-28,Tongass N.F.,TNF,0.7000000000000001
573,2025-06-28,Upper Yukon Zone,UYD,41541.83
574,2025-06-29,Chugach N.F.,CGF,1.2
575,2025-06-29,Copper River Area,CRS,6577.8
576,2025-06-29,Delta Area,DAS,23734.04
577,2025-06-29,Fairbanks Area,FAS,76524.31
578,2025-06-29,Galena Zone,GAD,39735.2
579,2025-06-29,Kenai-Kodiak Area,KKS,6.79
580,2025-06-29,Mat-Su Area,MSS,5.98
581,2025-06-29,Military Zone,MID,4425.63
582,2025-06-29,Southwest Area,SWS,35017.26
583,2025-06-29,Tanana Zone,TAD,58467.0937741
584,2025-06-29,Tok Area,TAS,50933.82
585,2025-06-29,Tongass N.F.,TNF,0.7000000000000001
586,2025-06-29,Upper Yukon Zone,UYD,45218.84
587,2025-06-30,Chugach N.F.,CGF,1.2000000000000002
588,2025-06-30,Copper River Area,CRS,6658.0
589,2025-06-30,Delta Area,DAS,23678.05
590,2025-06-30,Fairbanks Area,FAS,76617.83
591,2025-06-30,Galena Zone,GAD,40429.67
592,2025-06-30,Kenai-Kodiak Area,KKS,6.79
593,2025-06-30,Mat-Su Area,MSS,6.16
594,2025-06-30,Military Zone,MID,4425.63
595,2025-06-30,Southwest Area,SWS,37200.56
596,2025-06-30,Tanana Zone,TAD,59122.2037741
597,2025-06-30,Tok Area,TAS,51000.81999999999
598,2025-06-30,Tongass N.F.,TNF,0.7000000000000001
599,2025-06-30,Upper Yukon Zone,UYD,46433.82
600,2025-07-01,Chugach N.F.,CGF,1.2
601,2025-07-01,Copper River Area,CRS,6658.0
602,2025-07-01,Delta Area,DAS,23678.05
603,2025-07-01,Fairbanks Area,FAS,78289.07
604,2025-07-01,Galena Zone,GAD,40542.02
605,2025-07-01,Kenai-Kodiak Area,KKS,6.79
606,2025-07-01,Mat-Su Area,MSS,6.180000000000001
607,2025-07-01,Military Zone,MID,5112.93
608,2025-07-01,Southwest Area,SWS,37053.56
609,2025-07-01,Tanana Zone,TAD,58742.503774100005
610,2025-07-01,Tok Area,TAS,51000.82
611,2025-07-01,Tongass N.F.,TNF,0.7000000000000001
612,2025-07-01,Upper Yukon Zone,UYD,46926.61
613,2025-07-02,Chugach N.F.,CGF,1.2
614,2025-07-02,Copper River Area,CRS,6658.0
615,2025-07-02,Delta Area,DAS,22905.15
616,2025-07-02,Fairbanks Area,FAS,81216.75
617,2025-07-02,Galena Zone,GAD,40712.94
618,2025-07-02,Kenai-Kodiak Area,KKS,6.800000000000001
619,2025-07-02,Mat-Su Area,MSS,6.180000000000001
620,2025-07-02,Military Zone,MID,5584.93
621,2025-07-02,Southwest Area,SWS,39762.96
622,2025-07-02,Tanana Zone,TAD,59527.0337741
623,2025-07-02,Tok Area,TAS,51129.04
624,2025-07-02,Tongass N.F.,TNF,0.7000000000000001
625,2025-07-02,Upper Yukon Zone,UYD,47129.61
626,2025-07-03,Chugach N.F.,CGF,1.2
627,2025-07-03,Copper River Area,CRS,6639.5
628,2025-07-03,Delta Area,DAS,22905.15
629,2025-07-03,Fairbanks Area,FAS,97167.83
630,2025-07-03,Galena Zone,GAD,44942.11
631,2025-07-03,Kenai-Kodiak Area,KKS,6.800000000000001
632,2025-07-03,Mat-Su Area,MSS,6.180000000000001
633,2025-07-03,Military Zone,MID,5584.93
634,2025-07-03,Southwest Area,SWS,40014.16
635,2025-07-03,Tanana Zone,TAD,59555.0337741
636,2025-07-03,Tok Area,TAS,51129.04
637,2025-07-03,Tongass N.F.,TNF,0.8
638,2025-07-03,Upper Yukon Zone,UYD,47229.71
639,2025-07-04,Chugach N.F.,CGF,1.2
640,2025-07-04,Copper River Area,CRS,6679.1
641,2025-07-04,Delta Area,DAS,23556.060000000005
642,2025-07-04,Fairbanks Area,FAS,115839.63
643,2025-07-04,Galena Zone,GAD,46546.11
644,2025-07-04,Kenai-Kodiak Area,KKS,14.73
645,2025-07-04,Mat-Su Area,MSS,6.48
646,2025-07-04,Military Zone,MID,10628.93
647,2025-07-04,Southwest Area,SWS,40034.16
648,2025-07-04,Tanana Zone,TAD,63798.4137741
649,2025-07-04,Tok Area,TAS,51129.04
650,2025-07-04,Tongass N.F.,TNF,0.8
651,2025-07-04,Upper Yukon Zone,UYD,51931.71
652,2025-07-05,Chugach N.F.,CGF,1.3
653,2025-07-05,Copper River Area,CRS,6679.1
654,2025-07-05,Delta Area,DAS,23556.06
655,2025-07-05,Fairbanks Area,FAS,129355.96
656,2025-07-05,Galena Zone,GAD,54573.46
657,2025-07-05,Kenai-Kodiak Area,KKS,14.830000000000002
658,2025-07-05,Mat-Su Area,MSS,6.98
659,2025-07-05,Military Zone,MID,10628.93
660,2025-07-05,Southwest Area,SWS,40034.159999999996
661,2025-07-05,Tanana Zone,TAD,64736.5137741
662,2025-07-05,Tok Area,TAS,51246.89
663,2025-07-05,Tongass N.F.,TNF,0.8
664,2025-07-05,Upper Yukon Zone,UYD,57887.81
665,2025-07-06,Chugach N.F.,CGF,1.3
666,2025-07-06,Copper River Area,CRS,6679.1
667,2025-07-06,Delta Area,DAS,24899.77
668,2025-07-06,Fairbanks Area,FAS,169824.41
669,2025-07-06,Galena Zone,GAD,60039.48
670,2025-07-06,Kenai-Kodiak Area,KKS,15.030000000000001
671,2025-07-06,Mat-Su Area,MSS,7.08
672,2025-07-06,Military Zone,MID,15771.900000000001
673,2025-07-06,Southwest Area,SWS,40034.16
674,2025-07-06,Tanana Zone,TAD,71276.4137741
675,2025-07-06,Tok Area,TAS,51444.409999999996
676,2025-07-06,Tongass N.F.,TNF,0.8
677,2025-07-06,Upper Yukon Zone,UYD,76445.81
678,2025-07-08,Chugach N.F.,CGF,1.3
679,2025-07-08,Copper River Area,CRS,6679.1
680,2025-07-08,Delta Area,DAS,30297.84
681,2025-07-08,Fairbanks Area,FAS,189910.37
682,2025-07-08,Galena Zone,GAD,70885.6
683,2025-07-08,Kenai-Kodiak Area,KKS,15.030000000000001
684,2025-07-08,Mat-Su Area,MSS,7.08
685,2025-07-08,Military Zone,MID,15771.900000000001
686,2025-07-08,Southwest Area,SWS,40034.159999999996
687,2025-07-08,Tanana Zone,TAD,82844.0137741
688,2025-07-08,Tok Area,TAS,52498.39
689,2025-07-08,Tongass N.F.,TNF,0.8
690,2025-07-08,Upper Yukon Zone,UYD,100122.61
691,2025-07-10,Chugach N.F.,CGF,1.4
692,2025-07-10,Copper River Area,CRS,6679.1
693,2025-07-10,Delta Area,DAS,29770.81
694,2025-07-10,Fairbanks Area,FAS,190747.27000000002
695,2025-07-10,Galena Zone,GAD,103245.49
696,2025-07-10,Kenai-Kodiak Area,KKS,15.330000000000002
697,2025-07-10,Mat-Su Area,MSS,8.58
698,2025-07-10,Military Zone,MID,16060.84
699,2025-07-10,Southwest Area,SWS,40148.16
700,2025-07-10,Tanana Zone,TAD,119614.6137741
701,2025-07-10,Tok Area,TAS,52632.01
702,2025-07-10,Tongass N.F.,TNF,0.8
703,2025-07-10,Upper Yukon Zone,UYD,117280.1
704,2025-07-11,Chugach N.F.,CGF,1.4
705,2025-07-11,Copper River Area,CRS,6679.1
706,2025-07-11,Delta Area,DAS,29770.81
707,2025-07-11,Fairbanks Area,FAS,192015.3
708,2025-07-11,Galena Zone,GAD,110967.19
709,2025-07-11,Kenai-Kodiak Area,KKS,15.030000000000001
710,2025-07-11,Mat-Su Area,MSS,8.68
711,2025-07-11,Military Zone,MID,16060.84
712,2025-07-11,Southwest Area,SWS,40148.16
713,2025-07-11,Tanana Zone,TAD,120357.51377409999
714,2025-07-11,Tok Area,TAS,52715.5
715,2025-07-11,Tongass N.F.,TNF,0.8
716,2025-07-11,Upper Yukon Zone,UYD,132778.4
717,2025-07-12,Chugach N.F.,CGF,1.4
718,2025-07-12,Copper River Area,CRS,6679.1
719,2025-07-12,Delta Area,DAS,29996.19
720,2025-07-12,Fairbanks Area,FAS,190501.51
721,2025-07-12,Galena Zone,GAD,116014.33
722,2025-07-12,Kenai-Kodiak Area,KKS,15.13
723,2025-07-12,Mat-Su Area,MSS,8.68
724,2025-07-12,Military Zone,MID,16060.84
725,2025-07-12,Southwest Area,SWS,40148.159999999996
726,2025-07-12,Tanana Zone,TAD,137373.4837741
727,2025-07-12,Tok Area,TAS,52715.01
728,2025-07-12,Tongass N.F.,TNF,0.8
729,2025-07-12,Upper Yukon Zone,UYD,148015.03
730,2025-07-13,Chugach N.F.,CGF,1.4000000000000001
731,2025-07-13,Copper River Area,CRS,6679.4
732,2025-07-13,Delta Area,DAS,29996.19
733,2025-07-13,Fairbanks Area,FAS,191391.94
734,2025-07-13,Galena Zone,GAD,144794.42
735,2025-07-13,Kenai-Kodiak Area,KKS,15.13
736,2025-07-13,Mat-Su Area,MSS,8.78
737,2025-07-13,Military Zone,MID,16060.84
738,2025-07-13,Southwest Area,SWS,40148.16
739,2025-07-13,Tanana Zone,TAD,164905.6837741
740,2025-07-13,Tok Area,TAS,52715.01
741,2025-07-13,Tongass N.F.,TNF,0.8
742,2025-07-13,Upper Yukon Zone,UYD,151016.41
743,2025-07-14,Chugach N.F.,CGF,1.4
744,2025-07-14,Copper River Area,CRS,6679.400000000001
745,2025-07-14,Delta Area,DAS,29996.29
746,2025-07-14,Fairbanks Area,FAS,190730.73
747,2025-07-14,Galena Zone,GAD,177423.23
748,2025-07-14,Kenai-Kodiak Area,KKS,15.13
749,2025-07-14,Mat-Su Area,MSS,8.780000000000001
750,2025-07-14,Military Zone,MID,16060.94
751,2025-07-14,Southwest Area,SWS,40148.159999999996
752,2025-07-14,Tanana Zone,TAD,179224.6837741
753,2025-07-14,Tok Area,TAS,52762.39
754,2025-07-14,Tongass N.F.,TNF,0.8
755,2025-07-14,Upper Yukon Zone,UYD,152497.52
756,2025-07-15,Chugach N.F.,CGF,1.4
757,2025-07-15,Copper River Area,CRS,6679.4
758,2025-07-15,Delta Area,DAS,29996.289999999997
759,2025-07-15,Fairbanks Area,FAS,190731.87
760,2025-07-15,Galena Zone,GAD,179655.94
761,2025-07-15,Kenai-Kodiak Area,KKS,15.13
762,2025-07-15,Mat-Su Area,MSS,8.88
763,2025-07-15,Military Zone,MID,16060.94
764,2025-07-15,Southwest Area,SWS,40148.159999999996
765,2025-07-15,Tanana Zone,TAD,202730.6837741
766,2025-07-15,Tok Area,TAS,52756.049999999996
767,2025-07-15,Tongass N.F.,TNF,0.8
768,2025-07-15,Upper Yukon Zone,UYD,152606.41999999998
